Patient_ID	Gene	Value	Hypermethylated
TCGA-UU-A93S	BRCA1	0.05759333333333333	FALSE
TCGA-V7-A7HQ	BRCA1	0.04423333333333333	FALSE
TCGA-W8-A86G	BRCA1	0.03929333333333333	FALSE
TCGA-WT-AB41	BRCA1	0.04954	FALSE
TCGA-WT-AB44	BRCA1	0.05114	FALSE
TCGA-XX-A899	BRCA1	0.03437333333333333	FALSE
TCGA-XX-A89A	BRCA1	0.04477333333333333	FALSE
TCGA-Z7-A8R5	BRCA1	0.05406	FALSE
TCGA-Z7-A8R6	BRCA1	0.02874	FALSE
TCGA-A1-A0SD	BRCA2	0.0329	FALSE
TCGA-A2-A04N	BRCA2	0.0279	FALSE
TCGA-A2-A04P	BRCA2	0.0141	FALSE
TCGA-A2-A04Q	BRCA2	0.013	FALSE
TCGA-A2-A04T	BRCA2	0.0089	FALSE
TCGA-A2-A04U	BRCA2	0.0172	FALSE
TCGA-A2-A04V	BRCA2	0.0119	FALSE
TCGA-A2-A04W	BRCA2	0.0204	FALSE
TCGA-A2-A04X	BRCA2	0.0103	FALSE
TCGA-A2-A04Y	BRCA2	0.013	FALSE
TCGA-A2-A0CL	BRCA2	0.0592	FALSE
TCGA-A2-A0CM	BRCA2	0.0101	FALSE
TCGA-A2-A0CP	BRCA2	0.0085	FALSE
TCGA-A2-A0CQ	BRCA2	0.0097	FALSE
TCGA-A2-A0CS	BRCA2	0.0246	FALSE
TCGA-A2-A0CU	BRCA2	0.0109	FALSE
TCGA-A2-A0CV	BRCA2	0.0272	FALSE
TCGA-A2-A0CW	BRCA2	0.0601	FALSE
TCGA-A2-A0CX	BRCA2	0.0103	FALSE
TCGA-A2-A0CY	BRCA2	0.0121	FALSE
TCGA-A2-A0CZ	BRCA2	0.0112	FALSE
TCGA-A2-A0D0	BRCA2	0.0092	FALSE
TCGA-A2-A0D1	BRCA2	0.0111	FALSE
TCGA-A2-A0D2	BRCA2	0.0143	FALSE
TCGA-A2-A0D3	BRCA2	0.0496	FALSE
TCGA-A2-A0D4	BRCA2	0.0128	FALSE
TCGA-A2-A0EM	BRCA2	0.0085	FALSE
TCGA-A2-A0EO	BRCA2	0.0124	FALSE
TCGA-A2-A0EQ	BRCA2	0.013	FALSE
TCGA-A2-A0ER	BRCA2	0.0089	FALSE
TCGA-A2-A0ES	BRCA2	0.0405	FALSE
TCGA-A2-A0ET	BRCA2	0.0127	FALSE
TCGA-A2-A0EV	BRCA2	0.0112	FALSE
TCGA-A2-A0EW	BRCA2	0.0173	FALSE
TCGA-A2-A0EX	BRCA2	0.0106	FALSE
TCGA-A2-A0EY	BRCA2	0.0104	FALSE
TCGA-A2-A0T3	BRCA2	0.0549	FALSE
TCGA-A7-A0CD	BRCA2	0.0103	FALSE
TCGA-A7-A0CE	BRCA2	0.0193	FALSE
TCGA-A7-A0CG	BRCA2	0.0094	FALSE
TCGA-A7-A0CH	BRCA2	0.0087	FALSE
TCGA-A7-A0CJ	BRCA2	0.0109	FALSE
TCGA-A7-A0DA	BRCA2	0.0141	FALSE
TCGA-A7-A0DB	BRCA2	0.0111	FALSE
TCGA-A7-A0DC	BRCA2	0.0112	FALSE
TCGA-A8-A06N	BRCA2	0.0101	FALSE
TCGA-A8-A06O	BRCA2	0.0105	FALSE
TCGA-A8-A06P	BRCA2	0.012	FALSE
TCGA-A8-A06Q	BRCA2	0.0103	FALSE
TCGA-A8-A06R	BRCA2	0.0114	FALSE
TCGA-A8-A06T	BRCA2	0.0158	FALSE
TCGA-A8-A06U	BRCA2	0.0134	FALSE
TCGA-A8-A06X	BRCA2	0.0117	FALSE
TCGA-A8-A06Y	BRCA2	0.0118	FALSE
TCGA-A8-A06Z	BRCA2	0.0097	FALSE
TCGA-A8-A076	BRCA2	0.012	FALSE
TCGA-A8-A079	BRCA2	0.0128	FALSE
TCGA-A8-A07B	BRCA2	0.0117	FALSE
TCGA-A8-A07C	BRCA2	0.0135	FALSE
TCGA-A8-A07E	BRCA2	0.01	FALSE
TCGA-A8-A07F	BRCA2	0.0095	FALSE
TCGA-A8-A07G	BRCA2	0.0116	FALSE
TCGA-A8-A07I	BRCA2	0.0127	FALSE
TCGA-A8-A07J	BRCA2	0.0101	FALSE
TCGA-A8-A07L	BRCA2	0.0142	FALSE
TCGA-A8-A07O	BRCA2	0.008	FALSE
TCGA-A8-A07P	BRCA2	0.0086	FALSE
TCGA-A8-A07R	BRCA2	0.0123	FALSE
TCGA-A8-A07S	BRCA2	0.0101	FALSE
TCGA-A8-A07U	BRCA2	0.0107	FALSE
TCGA-A8-A07W	BRCA2	0.0097	FALSE
TCGA-A8-A07Z	BRCA2	0.0092	FALSE
TCGA-A8-A081	BRCA2	0.0121	FALSE
TCGA-A8-A082	BRCA2	0.0099	FALSE
TCGA-A8-A083	BRCA2	0.0103	FALSE
TCGA-A8-A084	BRCA2	0.0083	FALSE
TCGA-A8-A085	BRCA2	0.0112	FALSE
TCGA-A8-A086	BRCA2	0.0131	FALSE
TCGA-A8-A08A	BRCA2	0.0092	FALSE
TCGA-A8-A08B	BRCA2	0.0098	FALSE
TCGA-A8-A08C	BRCA2	0.012	FALSE
TCGA-A8-A08F	BRCA2	0.0096	FALSE
TCGA-A8-A08G	BRCA2	0.0075	FALSE
TCGA-A8-A08H	BRCA2	0.0099	FALSE
TCGA-A8-A08I	BRCA2	0.0125	FALSE
TCGA-A8-A08J	BRCA2	0.0122	FALSE
TCGA-A8-A08L	BRCA2	0.0106	FALSE
TCGA-A8-A08P	BRCA2	0.013	FALSE
TCGA-A8-A08R	BRCA2	0.0124	FALSE
TCGA-A8-A08S	BRCA2	0.0106	FALSE
TCGA-A8-A08T	BRCA2	0.0097	FALSE
TCGA-A8-A08X	BRCA2	0.0095	FALSE
TCGA-A8-A08Z	BRCA2	0.0101	FALSE
TCGA-A8-A090	BRCA2	0.0108	FALSE
TCGA-A8-A091	BRCA2	0.0122	FALSE
TCGA-A8-A092	BRCA2	0.0136	FALSE
TCGA-A8-A093	BRCA2	0.0109	FALSE
TCGA-A8-A094	BRCA2	0.0135	FALSE
TCGA-A8-A095	BRCA2	0.0095	FALSE
TCGA-A8-A096	BRCA2	0.0096	FALSE
TCGA-A8-A097	BRCA2	0.009	FALSE
TCGA-A8-A099	BRCA2	0.0162	FALSE
TCGA-A8-A09A	BRCA2	0.01	FALSE
TCGA-A8-A09B	BRCA2	0.011	FALSE
TCGA-A8-A09C	BRCA2	0.0087	FALSE
TCGA-A8-A09D	BRCA2	0.01	FALSE
TCGA-A8-A09E	BRCA2	0.0098	FALSE
TCGA-A8-A09G	BRCA2	0.0124	FALSE
TCGA-A8-A09I	BRCA2	0.0115	FALSE
TCGA-A8-A09K	BRCA2	0.0114	FALSE
TCGA-A8-A09M	BRCA2	0.0126	FALSE
TCGA-A8-A09N	BRCA2	0.0106	FALSE
TCGA-A8-A09Q	BRCA2	0.0144	FALSE
TCGA-A8-A09R	BRCA2	0.0102	FALSE
TCGA-A8-A09T	BRCA2	0.0103	FALSE
TCGA-A8-A09V	BRCA2	0.0128	FALSE
TCGA-A8-A09W	BRCA2	0.0117	FALSE
TCGA-A8-A09X	BRCA2	0.0099	FALSE
TCGA-A8-A09Z	BRCA2	0.0093	FALSE
TCGA-A8-A0A1	BRCA2	0.0101	FALSE
TCGA-A8-A0A2	BRCA2	0.0127	FALSE
TCGA-A8-A0A4	BRCA2	0.01	FALSE
TCGA-A8-A0A7	BRCA2	0.0083	FALSE
TCGA-A8-A0A9	BRCA2	0.0094	FALSE
TCGA-A8-A0AB	BRCA2	0.0113	FALSE
TCGA-AN-A03X	BRCA2	0.0105	FALSE
TCGA-AN-A03Y	BRCA2	0.0093	FALSE
TCGA-AN-A041	BRCA2	0.0112	FALSE
TCGA-AN-A046	BRCA2	0.0126	FALSE
TCGA-AN-A049	BRCA2	0.0093	FALSE
TCGA-AN-A04A	BRCA2	0.0137	FALSE
TCGA-AN-A04C	BRCA2	0.0142	FALSE
TCGA-AN-A04D	BRCA2	0.0302	FALSE
TCGA-AN-A0AJ	BRCA2	0.0126	FALSE
TCGA-AN-A0AK	BRCA2	0.0099	FALSE
TCGA-AN-A0AL	BRCA2	0.0088	FALSE
TCGA-AN-A0AM	BRCA2	0.0095	FALSE
TCGA-AN-A0AR	BRCA2	0.0078	FALSE
TCGA-AN-A0AS	BRCA2	0.0102	FALSE
TCGA-AN-A0AT	BRCA2	0.0115	FALSE
TCGA-AN-A0FD	BRCA2	0.01	FALSE
TCGA-AN-A0FE	BRCA2	0.0112	FALSE
TCGA-AN-A0FF	BRCA2	0.011	FALSE
TCGA-AN-A0FG	BRCA2	0.0124	FALSE
TCGA-AN-A0FJ	BRCA2	0.0086	FALSE
TCGA-AN-A0FK	BRCA2	0.0117	FALSE
TCGA-AN-A0FL	BRCA2	0.009	FALSE
TCGA-AN-A0FN	BRCA2	0.0098	FALSE
TCGA-AN-A0FS	BRCA2	0.0113	FALSE
TCGA-AN-A0FT	BRCA2	0.0119	FALSE
TCGA-AN-A0FV	BRCA2	0.0088	FALSE
TCGA-AN-A0FW	BRCA2	0.0102	FALSE
TCGA-AN-A0FX	BRCA2	0.0122	FALSE
TCGA-AN-A0FY	BRCA2	0.0115	FALSE
TCGA-AN-A0FZ	BRCA2	0.0099	FALSE
TCGA-AN-A0G0	BRCA2	0.0138	FALSE
TCGA-AO-A03O	BRCA2	0.0106	FALSE
TCGA-AO-A03P	BRCA2	0.0077	FALSE
TCGA-AO-A03R	BRCA2	0.0101	FALSE
TCGA-AO-A03T	BRCA2	0.0134	FALSE
TCGA-AO-A03V	BRCA2	0.0272	FALSE
TCGA-AO-A0J2	BRCA2	0.0093	FALSE
TCGA-AO-A0J3	BRCA2	0.0105	FALSE
TCGA-AO-A0J4	BRCA2	0.0088	FALSE
TCGA-AO-A0J5	BRCA2	0.0147	FALSE
TCGA-AO-A0J6	BRCA2	0.011	FALSE
TCGA-AO-A0J7	BRCA2	0.0124	FALSE
TCGA-AO-A0J8	BRCA2	0.0109	FALSE
TCGA-AO-A0J9	BRCA2	0.0123	FALSE
TCGA-AO-A12A	BRCA2	0.0249	FALSE
TCGA-AO-A12D	BRCA2	0.0129	FALSE
TCGA-AO-A12F	BRCA2	0.0237	FALSE
TCGA-AO-A12H	BRCA2	0.0335	FALSE
TCGA-AQ-A04J	BRCA2	0.0101	FALSE
TCGA-AR-A0TS	BRCA2	0.0571	FALSE
TCGA-AR-A0TY	BRCA2	0.0183	FALSE
TCGA-AR-A0U1	BRCA2	0.0149	FALSE
TCGA-AR-A1AH	BRCA2	0.0165	FALSE
TCGA-B6-A0I2	BRCA2	0.0085	FALSE
TCGA-B6-A0I5	BRCA2	0.0161	FALSE
TCGA-B6-A0I6	BRCA2	0.0126	FALSE
TCGA-B6-A0I8	BRCA2	0.0105	FALSE
TCGA-B6-A0I9	BRCA2	0.0126	FALSE
TCGA-B6-A0IA	BRCA2	0.0095	FALSE
TCGA-B6-A0IB	BRCA2	0.0121	FALSE
TCGA-B6-A0IC	BRCA2	0.0096	FALSE
TCGA-B6-A0IE	BRCA2	0.0103	FALSE
TCGA-B6-A0IG	BRCA2	0.0107	FALSE
TCGA-B6-A0IH	BRCA2	0.0151	FALSE
TCGA-B6-A0IJ	BRCA2	0.0111	FALSE
TCGA-B6-A0IM	BRCA2	0.0088	FALSE
TCGA-B6-A0IN	BRCA2	0.0104	FALSE
TCGA-B6-A0IO	BRCA2	0.0095	FALSE
TCGA-B6-A0IP	BRCA2	0.0107	FALSE
TCGA-B6-A0IQ	BRCA2	0.0121	FALSE
TCGA-B6-A0RH	BRCA2	0.0881	FALSE
TCGA-B6-A0RQ	BRCA2	0.0392	FALSE
TCGA-B6-A0WS	BRCA2	0.022	FALSE
TCGA-B6-A0X0	BRCA2	0.0129	FALSE
TCGA-BH-A0AV	BRCA2	0.0662	FALSE
TCGA-BH-A0AY	BRCA2	0.0099	FALSE
TCGA-BH-A0B0	BRCA2	0.0219	FALSE
TCGA-BH-A0B4	BRCA2	0.0124	FALSE
TCGA-BH-A0B7	BRCA2	0.0217	FALSE
TCGA-BH-A0BD	BRCA2	0.0124	FALSE
TCGA-BH-A0BG	BRCA2	0.0289	FALSE
TCGA-BH-A0BL	BRCA2	0.02355	FALSE
TCGA-BH-A0BO	BRCA2	0.0259	FALSE
TCGA-BH-A0BP	BRCA2	0.0363	FALSE
TCGA-BH-A0BQ	BRCA2	0.023149999999999997	FALSE
TCGA-BH-A0BR	BRCA2	0.0346	FALSE
TCGA-BH-A0BV	BRCA2	0.0108	FALSE
TCGA-BH-A0BW	BRCA2	0.0239	FALSE
TCGA-BH-A0C1	BRCA2	0.0223	FALSE
TCGA-BH-A0C7	BRCA2	0.0194	FALSE
TCGA-BH-A0DE	BRCA2	0.02255	FALSE
TCGA-BH-A0DL	BRCA2	0.033549999999999996	FALSE
TCGA-BH-A0DO	BRCA2	0.037	FALSE
TCGA-BH-A0DT	BRCA2	0.026950000000000002	FALSE
TCGA-BH-A0DX	BRCA2	0.0159	FALSE
TCGA-BH-A0DZ	BRCA2	0.0107	FALSE
TCGA-BH-A0E6	BRCA2	0.01	FALSE
TCGA-BH-A0E7	BRCA2	0.011	FALSE
TCGA-BH-A0E9	BRCA2	0.0205	FALSE
TCGA-BH-A0EA	BRCA2	0.0335	FALSE
TCGA-BH-A0EB	BRCA2	0.0108	FALSE
TCGA-BH-A0EE	BRCA2	0.0084	FALSE
TCGA-BH-A0EI	BRCA2	0.0265	FALSE
TCGA-BH-A0H5	BRCA2	0.02885	FALSE
TCGA-BH-A0HL	BRCA2	0.0125	FALSE
TCGA-BH-A0HO	BRCA2	0.0115	FALSE
TCGA-BH-A0HQ	BRCA2	0.0108	FALSE
TCGA-BH-A0HU	BRCA2	0.0099	FALSE
TCGA-BH-A0HW	BRCA2	0.0103	FALSE
TCGA-BH-A0W7	BRCA2	0.019	FALSE
TCGA-BH-A18F	BRCA2	0.0299	FALSE
TCGA-BH-A18G	BRCA2	0.017	FALSE
TCGA-BH-A18H	BRCA2	0.0205	FALSE
TCGA-BH-A18I	BRCA2	0.03	FALSE
TCGA-BH-A18J	BRCA2	0.03235	FALSE
TCGA-BH-A18K	BRCA2	0.03175	FALSE
TCGA-BH-A18L	BRCA2	0.02595	FALSE
TCGA-BH-A18M	BRCA2	0.0298	FALSE
TCGA-BH-A18N	BRCA2	0.024050000000000002	FALSE
TCGA-BH-A18P	BRCA2	0.02005	FALSE
TCGA-BH-A18Q	BRCA2	0.0341	FALSE
TCGA-BH-A18R	BRCA2	0.040249999999999994	FALSE
TCGA-BH-A18S	BRCA2	0.02445	FALSE
TCGA-BH-A18T	BRCA2	0.0191	FALSE
TCGA-BH-A18U	BRCA2	0.0341	FALSE
TCGA-BH-A18V	BRCA2	0.0267	FALSE
TCGA-C8-A12K	BRCA2	0.0147	FALSE
TCGA-C8-A12L	BRCA2	0.0102	FALSE
TCGA-C8-A12M	BRCA2	0.013	FALSE
TCGA-C8-A12N	BRCA2	0.0182	FALSE
TCGA-C8-A12O	BRCA2	0.0105	FALSE
TCGA-C8-A12P	BRCA2	0.0212	FALSE
TCGA-C8-A12Q	BRCA2	0.0122	FALSE
TCGA-C8-A12T	BRCA2	0.0212	FALSE
TCGA-C8-A12U	BRCA2	0.0185	FALSE
TCGA-C8-A12V	BRCA2	0.0178	FALSE
TCGA-C8-A12W	BRCA2	0.0119	FALSE
TCGA-C8-A12X	BRCA2	0.0164	FALSE
TCGA-C8-A12Y	BRCA2	0.0223	FALSE
TCGA-C8-A12Z	BRCA2	0.02	FALSE
TCGA-C8-A130	BRCA2	0.0463	FALSE
TCGA-C8-A131	BRCA2	0.0137	FALSE
TCGA-C8-A132	BRCA2	0.0329	FALSE
TCGA-C8-A133	BRCA2	0.0115	FALSE
TCGA-C8-A134	BRCA2	0.7084	TRUE
TCGA-C8-A135	BRCA2	0.0229	FALSE
TCGA-C8-A137	BRCA2	0.0368	FALSE
TCGA-C8-A138	BRCA2	0.0343	FALSE
TCGA-D8-A13Y	BRCA2	0.0273	FALSE
TCGA-D8-A13Z	BRCA2	0.0266	FALSE
TCGA-D8-A140	BRCA2	0.0268	FALSE
TCGA-D8-A141	BRCA2	0.0198	FALSE
TCGA-D8-A142	BRCA2	0.0174	FALSE
TCGA-D8-A143	BRCA2	0.0104	FALSE
TCGA-D8-A145	BRCA2	0.0178	FALSE
TCGA-D8-A146	BRCA2	0.0192	FALSE
TCGA-D8-A147	BRCA2	0.0264	FALSE
TCGA-E2-A10A	BRCA2	0.0188	FALSE
TCGA-E2-A14O	BRCA2	0.038	FALSE
TCGA-E2-A14P	BRCA2	0.0238	FALSE
TCGA-E2-A14Q	BRCA2	0.0292	FALSE
TCGA-E2-A14R	BRCA2	0.0243	FALSE
TCGA-E2-A14S	BRCA2	0.0311	FALSE
TCGA-E2-A14T	BRCA2	0.029	FALSE
TCGA-E2-A14V	BRCA2	0.0133	FALSE
TCGA-E2-A14W	BRCA2	0.0184	FALSE
TCGA-E2-A14X	BRCA2	0.0201	FALSE
TCGA-E2-A14Y	BRCA2	0.1298	FALSE
TCGA-E2-A14Z	BRCA2	0.0371	FALSE
TCGA-E2-A150	BRCA2	0.0169	FALSE
TCGA-E2-A152	BRCA2	0.0217	FALSE
TCGA-E2-A153	BRCA2	0.03695	FALSE
TCGA-E2-A154	BRCA2	0.0368	FALSE
TCGA-E2-A155	BRCA2	0.0162	FALSE
TCGA-E2-A156	BRCA2	0.0203	FALSE
TCGA-E2-A158	BRCA2	0.02265	FALSE
TCGA-E2-A159	BRCA2	0.04	FALSE
TCGA-E2-A15A	BRCA2	0.02725	FALSE
TCGA-E2-A15C	BRCA2	0.0407	FALSE
TCGA-E2-A15D	BRCA2	0.023	FALSE
TCGA-E2-A15E	BRCA2	0.020450000000000003	FALSE
TCGA-E2-A15F	BRCA2	0.0239	FALSE
TCGA-E2-A15G	BRCA2	0.0255	FALSE
TCGA-E2-A15H	BRCA2	0.0197	FALSE
TCGA-E2-A15L	BRCA2	0.0339	FALSE
TCGA-E2-A15M	BRCA2	0.023899999999999998	FALSE
TCGA-E2-A15O	BRCA2	0.0127	FALSE
TCGA-E2-A15P	BRCA2	0.0524	FALSE
TCGA-E2-A15R	BRCA2	0.0184	FALSE
TCGA-E2-A15S	BRCA2	0.0317	FALSE
TCGA-E2-A15T	BRCA2	0.0124	FALSE
TCGA-3C-AAAU	BRCA2	0.05092857142857143	FALSE
TCGA-3C-AALI	BRCA2	0.046842857142857144	FALSE
TCGA-3C-AALJ	BRCA2	0.047285714285714285	FALSE
TCGA-3C-AALK	BRCA2	0.04018571428571428	FALSE
TCGA-4H-AAAK	BRCA2	0.04692857142857143	FALSE
TCGA-5L-AAT0	BRCA2	0.04082857142857143	FALSE
TCGA-5L-AAT1	BRCA2	0.055157142857142856	FALSE
TCGA-5T-A9QA	BRCA2	0.07007142857142858	FALSE
TCGA-A1-A0SB	BRCA2	0.0408	FALSE
TCGA-A1-A0SE	BRCA2	0.035185714285714285	FALSE
TCGA-A1-A0SF	BRCA2	0.036185714285714286	FALSE
TCGA-A1-A0SG	BRCA2	0.03485714285714286	FALSE
TCGA-A1-A0SH	BRCA2	0.037785714285714284	FALSE
TCGA-A1-A0SI	BRCA2	0.039414285714285714	FALSE
TCGA-A1-A0SJ	BRCA2	0.03672857142857143	FALSE
TCGA-A1-A0SK	BRCA2	0.053957142857142856	FALSE
TCGA-A1-A0SM	BRCA2	0.0371	FALSE
TCGA-A1-A0SN	BRCA2	0.03682857142857143	FALSE
TCGA-A1-A0SO	BRCA2	0.0395	FALSE
TCGA-A1-A0SP	BRCA2	0.03612857142857143	FALSE
TCGA-A1-A0SQ	BRCA2	0.034428571428571426	FALSE
TCGA-A2-A04R	BRCA2	0.04808571428571429	FALSE
TCGA-A2-A0CK	BRCA2	0.040614285714285714	FALSE
TCGA-A2-A0CO	BRCA2	0.038285714285714284	FALSE
TCGA-A2-A0CR	BRCA2	0.037085714285714284	FALSE
TCGA-A2-A0CT	BRCA2	0.03528571428571429	FALSE
TCGA-A2-A0EN	BRCA2	0.03855714285714286	FALSE
TCGA-A2-A0EP	BRCA2	0.04215714285714286	FALSE
TCGA-A2-A0EU	BRCA2	0.04474285714285714	FALSE
TCGA-A2-A0ST	BRCA2	0.03327142857142857	FALSE
TCGA-A2-A0SU	BRCA2	0.03855714285714286	FALSE
TCGA-A2-A0SV	BRCA2	0.0334	FALSE
TCGA-A2-A0SW	BRCA2	0.03668571428571429	FALSE
TCGA-A2-A0SX	BRCA2	0.03371428571428571	FALSE
TCGA-A2-A0SY	BRCA2	0.046785714285714285	FALSE
TCGA-A2-A0T0	BRCA2	0.035385714285714284	FALSE
TCGA-A2-A0T1	BRCA2	0.03571428571428571	FALSE
TCGA-A2-A0T2	BRCA2	0.0381	FALSE
TCGA-A2-A0T4	BRCA2	0.04652857142857143	FALSE
TCGA-A2-A0T5	BRCA2	0.03427142857142857	FALSE
TCGA-A2-A0T6	BRCA2	0.0358	FALSE
TCGA-A2-A0T7	BRCA2	0.05191428571428571	FALSE
TCGA-A2-A0YC	BRCA2	0.05552857142857143	FALSE
TCGA-A2-A0YD	BRCA2	0.047142857142857146	FALSE
TCGA-A2-A0YE	BRCA2	0.0424	FALSE
TCGA-A2-A0YF	BRCA2	0.0516	FALSE
TCGA-A2-A0YG	BRCA2	0.04787142857142857	FALSE
TCGA-A2-A0YH	BRCA2	0.0461	FALSE
TCGA-A2-A0YI	BRCA2	0.036242857142857146	FALSE
TCGA-A2-A0YJ	BRCA2	0.036642857142857144	FALSE
TCGA-A2-A0YK	BRCA2	0.0438	FALSE
TCGA-A2-A0YL	BRCA2	0.03492857142857143	FALSE
TCGA-A2-A0YM	BRCA2	0.037957142857142856	FALSE
TCGA-A2-A0YT	BRCA2	0.04714285714285714	FALSE
TCGA-A2-A1FV	BRCA2	0.20647142857142856	FALSE
TCGA-A2-A1FW	BRCA2	0.06675714285714286	FALSE
TCGA-A2-A1FX	BRCA2	0.038728571428571425	FALSE
TCGA-A2-A1FZ	BRCA2	0.051185714285714286	FALSE
TCGA-A2-A1G0	BRCA2	0.04511428571428571	FALSE
TCGA-A2-A1G1	BRCA2	0.04044285714285714	FALSE
TCGA-A2-A1G4	BRCA2	0.11327142857142856	FALSE
TCGA-A2-A1G6	BRCA2	0.044314285714285716	FALSE
TCGA-A2-A259	BRCA2	0.05	FALSE
TCGA-A2-A25A	BRCA2	0.03895714285714286	FALSE
TCGA-A2-A25B	BRCA2	0.04694285714285714	FALSE
TCGA-A2-A25C	BRCA2	0.04282857142857143	FALSE
TCGA-A2-A25D	BRCA2	0.05362857142857143	FALSE
TCGA-A2-A25E	BRCA2	0.04794285714285715	FALSE
TCGA-A2-A25F	BRCA2	0.0507	FALSE
TCGA-A2-A3KC	BRCA2	0.09184285714285714	FALSE
TCGA-A2-A3KD	BRCA2	0.05961428571428572	FALSE
TCGA-A2-A3XS	BRCA2	0.0424	FALSE
TCGA-A2-A3XT	BRCA2	0.03981428571428571	FALSE
TCGA-A2-A3XU	BRCA2	0.04402857142857143	FALSE
TCGA-A2-A3XV	BRCA2	0.03982857142857143	FALSE
TCGA-A2-A3XW	BRCA2	0.04082857142857143	FALSE
TCGA-A2-A3XX	BRCA2	0.03694285714285714	FALSE
TCGA-A2-A3XY	BRCA2	0.03541428571428572	FALSE
TCGA-A2-A3XZ	BRCA2	0.04011428571428571	FALSE
TCGA-A2-A3Y0	BRCA2	0.03208571428571429	FALSE
TCGA-A2-A4RW	BRCA2	0.04901428571428572	FALSE
TCGA-A2-A4RX	BRCA2	0.038857142857142854	FALSE
TCGA-A2-A4RY	BRCA2	0.048614285714285714	FALSE
TCGA-A2-A4S0	BRCA2	0.042	FALSE
TCGA-A2-A4S1	BRCA2	0.049414285714285716	FALSE
TCGA-A2-A4S2	BRCA2	0.04128571428571429	FALSE
TCGA-A2-A4S3	BRCA2	0.042757142857142855	FALSE
TCGA-A7-A0CE	BRCA2	0.03565714285714286	FALSE
TCGA-A7-A0CH	BRCA2	0.03597142857142857	FALSE
TCGA-A7-A0D9	BRCA2	0.03394285714285714	FALSE
TCGA-A7-A0DB	BRCA2	0.044257142857142856	FALSE
TCGA-A7-A0DC	BRCA2	0.03438571428571428	FALSE
TCGA-A7-A13D	BRCA2	0.035128571428571426	FALSE
TCGA-A7-A13E	BRCA2	0.03276428571428572	FALSE
TCGA-A7-A13F	BRCA2	0.04109285714285714	FALSE
TCGA-A7-A13G	BRCA2	0.03860714285714286	FALSE
TCGA-A7-A13H	BRCA2	0.03491428571428572	FALSE
TCGA-A7-A26E	BRCA2	0.06267142857144285	FALSE
TCGA-A7-A26F	BRCA2	0.04334285714285714	FALSE
TCGA-A7-A26G	BRCA2	0.04654285714285714	FALSE
TCGA-A7-A26H	BRCA2	0.047485714285714284	FALSE
TCGA-A7-A26I	BRCA2	0.03872857142857143	FALSE
TCGA-A7-A26J	BRCA2	0.06500000000002858	FALSE
TCGA-A7-A2KD	BRCA2	0.042057142857142855	FALSE
TCGA-A7-A3IY	BRCA2	0.03747142857142857	FALSE
TCGA-A7-A3IZ	BRCA2	0.047414285714285714	FALSE
TCGA-A7-A3J0	BRCA2	0.05121428571428572	FALSE
TCGA-A7-A3J1	BRCA2	0.04912857142857143	FALSE
TCGA-A7-A3RF	BRCA2	0.037442857142857146	FALSE
TCGA-A7-A425	BRCA2	0.03951428571428572	FALSE
TCGA-A7-A426	BRCA2	0.03401428571428571	FALSE
TCGA-A7-A4SA	BRCA2	0.047857142857142855	FALSE
TCGA-A7-A4SB	BRCA2	0.051385714285714285	FALSE
TCGA-A7-A4SC	BRCA2	0.047028571428571427	FALSE
TCGA-A7-A4SD	BRCA2	0.04014285714285715	FALSE
TCGA-A7-A4SE	BRCA2	0.0411	FALSE
TCGA-A7-A4SF	BRCA2	0.03975714285714286	FALSE
TCGA-A7-A56D	BRCA2	0.052014285714285714	FALSE
TCGA-A7-A5ZV	BRCA2	0.03672857142857143	FALSE
TCGA-A7-A5ZW	BRCA2	0.03351428571428571	FALSE
TCGA-A7-A5ZX	BRCA2	0.03477142857142857	FALSE
TCGA-A7-A6VV	BRCA2	0.04498571428571429	FALSE
TCGA-A7-A6VW	BRCA2	0.04215714285714286	FALSE
TCGA-A7-A6VX	BRCA2	0.05211428571428572	FALSE
TCGA-A7-A6VY	BRCA2	0.03792857142857143	FALSE
TCGA-A8-A075	BRCA2	0.036942857142857145	FALSE
TCGA-A8-A08O	BRCA2	0.03458571428571428	FALSE
TCGA-A8-A0A6	BRCA2	0.03122857142857143	FALSE
TCGA-A8-A0AD	BRCA2	0.03734285714285714	FALSE
TCGA-AC-A23C	BRCA2	0.04252857142857143	FALSE
TCGA-AC-A23E	BRCA2	0.032357142857142855	FALSE
TCGA-AC-A23G	BRCA2	0.05488571428571429	FALSE
TCGA-AC-A23H	BRCA2	0.12028571428571429	FALSE
TCGA-AC-A2B8	BRCA2	0.035442857142857144	FALSE
TCGA-AC-A2BK	BRCA2	0.04477142857142857	FALSE
TCGA-AC-A2BM	BRCA2	0.04685714285714286	FALSE
TCGA-AC-A2FB	BRCA2	0.05135714285714286	FALSE
TCGA-AC-A2FE	BRCA2	0.05085714285714286	FALSE
TCGA-AC-A2FF	BRCA2	0.04537142857142857	FALSE
TCGA-AC-A2FG	BRCA2	0.04795	FALSE
TCGA-AC-A2FK	BRCA2	0.05904285714285715	FALSE
TCGA-AC-A2FM	BRCA2	0.053785714285714284	FALSE
TCGA-AC-A2FO	BRCA2	0.052071428571428574	FALSE
TCGA-AC-A2QH	BRCA2	0.06532857142857143	FALSE
TCGA-AC-A2QI	BRCA2	0.0445	FALSE
TCGA-AC-A2QJ	BRCA2	0.04411428571428572	FALSE
